Analyte Name,Sample ID,Sample Type,Control Level,Patient ID,Expected Value,Result,Unit,Run Date,Instrument,Operator,Batch ID,QC Flag
Total Cholesterol,P1520,PATIENT,,PAT1520,,198,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1521,PATIENT,,PAT1521,,291,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1522,PATIENT,,PAT1522,,167,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1523,PATIENT,,PAT1523,,182,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1524,PATIENT,,PAT1524,,193,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1525,PATIENT,,PAT1525,,172,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1526,PATIENT,,PAT1526,,226,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1527,PATIENT,,PAT1527,,153,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1528,PATIENT,,PAT1528,,156,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1529,PATIENT,,PAT1529,,64,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1530,PATIENT,,PAT1530,,165,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1531,PATIENT,,PAT1531,,187,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1532,PATIENT,,PAT1532,,217,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1533,PATIENT,,PAT1533,,234,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1534,PATIENT,,PAT1534,,199,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1535,PATIENT,,PAT1535,,176,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1536,PATIENT,,PAT1536,,398,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1537,PATIENT,,PAT1537,,183,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1538,PATIENT,,PAT1538,,145,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1539,PATIENT,,PAT1539,,193,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1540,PATIENT,,PAT1540,,137,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1541,PATIENT,,PAT1541,,169,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1542,PATIENT,,PAT1542,,212,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1543,PATIENT,,PAT1543,,202,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1544,PATIENT,,PAT1544,,129,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1545,PATIENT,,PAT1545,,184,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1546,PATIENT,,PAT1546,,181,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1547,PATIENT,,PAT1547,,221,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1548,PATIENT,,PAT1548,,184,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1549,PATIENT,,PAT1549,,205,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1550,PATIENT,,PAT1550,,159,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1551,PATIENT,,PAT1551,,70,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1552,PATIENT,,PAT1552,,187,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1553,PATIENT,,PAT1553,,144,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,FALSE
Total Cholesterol,P1554,PATIENT,,PAT1554,,210,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1555,PATIENT,,PAT1555,,72,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1556,PATIENT,,PAT1556,,191,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1557,PATIENT,,PAT1557,,204,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1558,PATIENT,,PAT1558,,225,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1559,PATIENT,,PAT1559,,218,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1560,PATIENT,,PAT1560,,223,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1561,PATIENT,,PAT1561,,143,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1562,PATIENT,,PAT1562,,166,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1563,PATIENT,,PAT1563,,172,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1564,PATIENT,,PAT1564,,104,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1565,PATIENT,,PAT1565,,145,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1566,PATIENT,,PAT1566,,188,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1567,PATIENT,,PAT1567,,173,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1568,PATIENT,,PAT1568,,193,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1569,PATIENT,,PAT1569,,226,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1570,PATIENT,,PAT1570,,218,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1571,PATIENT,,PAT1571,,179,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1572,PATIENT,,PAT1572,,200,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1573,PATIENT,,PAT1573,,164,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1574,PATIENT,,PAT1574,,171,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1575,PATIENT,,PAT1575,,368,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1576,PATIENT,,PAT1576,,162,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1577,PATIENT,,PAT1577,,142,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1578,PATIENT,,PAT1578,,202,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1579,PATIENT,,PAT1579,,151,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1580,PATIENT,,PAT1580,,135,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1581,PATIENT,,PAT1581,,175,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1582,PATIENT,,PAT1582,,219,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1583,PATIENT,,PAT1583,,206,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1584,PATIENT,,PAT1584,,187,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1585,PATIENT,,PAT1585,,201,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1586,PATIENT,,PAT1586,,265,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1587,PATIENT,,PAT1587,,192,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1588,PATIENT,,PAT1588,,137,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1589,PATIENT,,PAT1589,,195,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1590,PATIENT,,PAT1590,,136,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1591,PATIENT,,PAT1591,,199,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1592,PATIENT,,PAT1592,,164,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1593,PATIENT,,PAT1593,,211,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1594,PATIENT,,PAT1594,,156,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1595,PATIENT,,PAT1595,,150,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1596,PATIENT,,PAT1596,,186,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1597,PATIENT,,PAT1597,,211,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1598,PATIENT,,PAT1598,,63,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1599,PATIENT,,PAT1599,,166,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1600,PATIENT,,PAT1600,,181,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1601,PATIENT,,PAT1601,,164,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1602,PATIENT,,PAT1602,,173,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1603,PATIENT,,PAT1603,,192,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1604,PATIENT,,PAT1604,,122,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1605,PATIENT,,PAT1605,,268,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1606,PATIENT,,PAT1606,,189,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1607,PATIENT,,PAT1607,,151,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1608,PATIENT,,PAT1608,,238,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1609,PATIENT,,PAT1609,,194,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1610,PATIENT,,PAT1610,,258,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1611,PATIENT,,PAT1611,,182,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1612,PATIENT,,PAT1612,,268,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1613,PATIENT,,PAT1613,,201,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1614,PATIENT,,PAT1614,,286,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1615,PATIENT,,PAT1615,,177,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1616,PATIENT,,PAT1616,,216,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1617,PATIENT,,PAT1617,,210,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1618,PATIENT,,PAT1618,,196,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1619,PATIENT,,PAT1619,,208,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1620,PATIENT,,PAT1620,,171,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1621,PATIENT,,PAT1621,,194,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1622,PATIENT,,PAT1622,,236,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1623,PATIENT,,PAT1623,,150,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1624,PATIENT,,PAT1624,,401,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1625,PATIENT,,PAT1625,,174,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1626,PATIENT,,PAT1626,,152,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1627,PATIENT,,PAT1627,,158,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1628,PATIENT,,PAT1628,,208,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1629,PATIENT,,PAT1629,,223,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1630,PATIENT,,PAT1630,,210,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1631,PATIENT,,PAT1631,,198,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1632,PATIENT,,PAT1632,,223,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1633,PATIENT,,PAT1633,,195,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1634,PATIENT,,PAT1634,,228,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1635,PATIENT,,PAT1635,,113,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1636,PATIENT,,PAT1636,,173,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1637,PATIENT,,PAT1637,,203,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1638,PATIENT,,PAT1638,,137,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1639,PATIENT,,PAT1639,,157,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1640,PATIENT,,PAT1640,,243,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1641,PATIENT,,PAT1641,,208,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1642,PATIENT,,PAT1642,,223,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1643,PATIENT,,PAT1643,,173,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1644,PATIENT,,PAT1644,,204,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1645,PATIENT,,PAT1645,,177,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1646,PATIENT,,PAT1646,,211,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1647,PATIENT,,PAT1647,,215,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1648,PATIENT,,PAT1648,,156,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1649,PATIENT,,PAT1649,,162,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1650,PATIENT,,PAT1650,,181,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,FALSE
Total Cholesterol,P1651,PATIENT,,PAT1651,,156,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1652,PATIENT,,PAT1652,,139,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1653,PATIENT,,PAT1653,,194,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1654,PATIENT,,PAT1654,,161,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1655,PATIENT,,PAT1655,,191,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1656,PATIENT,,PAT1656,,157,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1657,PATIENT,,PAT1657,,218,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1658,PATIENT,,PAT1658,,201,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1659,PATIENT,,PAT1659,,137,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1660,PATIENT,,PAT1660,,169,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1661,PATIENT,,PAT1661,,204,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1662,PATIENT,,PAT1662,,190,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1663,PATIENT,,PAT1663,,157,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1664,PATIENT,,PAT1664,,184,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1665,PATIENT,,PAT1665,,122,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1666,PATIENT,,PAT1666,,155,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1667,PATIENT,,PAT1667,,162,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1668,PATIENT,,PAT1668,,246,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1669,PATIENT,,PAT1669,,174,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1670,PATIENT,,PAT1670,,185,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1671,PATIENT,,PAT1671,,283,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1672,PATIENT,,PAT1672,,203,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1673,PATIENT,,PAT1673,,306,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1674,PATIENT,,PAT1674,,208,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1675,PATIENT,,PAT1675,,218,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1676,PATIENT,,PAT1676,,181,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1677,PATIENT,,PAT1677,,172,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1678,PATIENT,,PAT1678,,104,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1679,PATIENT,,PAT1679,,140,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1680,PATIENT,,PAT1680,,230,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1681,PATIENT,,PAT1681,,203,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1682,PATIENT,,PAT1682,,210,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1683,PATIENT,,PAT1683,,200,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1684,PATIENT,,PAT1684,,140,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1685,PATIENT,,PAT1685,,144,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1686,PATIENT,,PAT1686,,195,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1687,PATIENT,,PAT1687,,166,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1688,PATIENT,,PAT1688,,180,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1689,PATIENT,,PAT1689,,162,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1690,PATIENT,,PAT1690,,169,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1691,PATIENT,,PAT1691,,192,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1692,PATIENT,,PAT1692,,191,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1693,PATIENT,,PAT1693,,260,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1694,PATIENT,,PAT1694,,205,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1695,PATIENT,,PAT1695,,219,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1696,PATIENT,,PAT1696,,199,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1697,PATIENT,,PAT1697,,412,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1698,PATIENT,,PAT1698,,167,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1699,PATIENT,,PAT1699,,166,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P1700,PATIENT,,PAT1700,,177,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P1701,PATIENT,,PAT1701,,172,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P1702,PATIENT,,PAT1702,,152,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P1703,PATIENT,,PAT1703,,239,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P1704,PATIENT,,PAT1704,,86,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P1705,PATIENT,,PAT1705,,162,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P1706,PATIENT,,PAT1706,,248,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P1707,PATIENT,,PAT1707,,174,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P1708,PATIENT,,PAT1708,,164,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P1709,PATIENT,,PAT1709,,160,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P1710,PATIENT,,PAT1710,,190,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P1711,PATIENT,,PAT1711,,155,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
